-6128636.215073145	19995929.886041995	0	0
402468.51515200624	4132972.535360428	0	0
402468.5886535931	4132972.943655105	0	0
402468.68292239046	4132973.478475659	0	0
402468.76972964173	4132973.9761181814	0	0
402468.85621645936	4132974.4709225567	0	0
402468.9675140672	4132975.077978226	0	0
402469.03912356246	4132975.465437027	0	0
402469.1157379431	4132975.888319104	0	0
402469.1890564242	4132976.296979998	0	0
402469.2650451943	4132976.7206784184	0	0
402469.3300323765	4132977.082243058	0	0
402469.39820864546	4132977.4617291433	0	0
402469.4846802036	4132977.94309816	0	0
402469.5827942167	4132978.489408585	0	0
402469.68702700525	4132979.0697003333	0	0
402469.80084231216	4132979.703359695	0	0
402469.9278564737	4132980.410520644	0	0
402470.0561523713	4132981.124837967	0	0
402470.1959076219	4132981.9028378455	0	0
402470.3562469765	4132982.7954770024	0	0
402470.5361481004	4132983.797178362	0	0
402470.7441406521	4132984.954961868	0	0
402470.9297027878	4132985.9882031376	0	0
402471.12454226555	4132987.072897048	0	0
402471.3554840359	4132988.358701798	0	0
402471.5852051065	4132989.637464614	0	0
402471.80700686335	4132990.87199983	0	0
402472.0674438757	4132992.321996779	0	0
402472.3151703171	4132993.701101396	0	0
402472.58114626724	4132995.1819516136	0	0
402472.8532104765	4132996.69672975	0	0
402473.13014224026	4132998.2385922414	0	0
402473.42895510583	4132999.902296156	0	0
402473.7524414334	4133001.7032757737	0	0
402474.03228762676	4133003.261335463	0	0
402474.31945803674	4133004.8600674593	0	0
402474.66828921257	4133006.8020306514	0	0
402474.97392275685	4133008.5210019057	0	0
402475.3178100861	4133010.4645749065	0	0
402475.63885500963	4133012.2783719036	0	0
402475.9754791544	4133014.156118483	0	0
402476.34492495394	4133016.1643506032	0	0
402476.6701965621	4133018.03281221	0	0
402476.9932709024	4133020.0051480248	0	0
402477.3101349147	4133021.97434053	0	0
402477.62528994435	4133023.83195314	0	0
402477.8961334503	4133025.379957288	0	0
402478.18565371376	4133027.033773515	0	0
402478.4991150189	4133028.8554364173	0	0
402478.8139343533	4133030.711576556	0	0
402479.1194000519	4133032.4200421283	0	0
402479.44532778615	4133034.1400128305	0	0
402479.7719116501	4133035.87945375	0	0
402480.0885620388	4133037.574216934	0	0
402480.40968325513	4133039.323133559	0	0
402480.70230105426	4133040.9191723783	0	0
402481.0183716091	4133042.6292401287	0	0
402481.3581085496	4133044.382078262	0	0
402481.6870575233	4133045.878904434	0	0
402482.0181579874	4133047.3658886855	0	0
402482.42649844114	4133049.2747784555	0	0
402482.77731326106	4133050.9728375394	0	0
402483.1591339386	4133052.8186322167	0	0
402483.5101166054	4133054.5317669804	0	0
402483.88613894494	4133056.3691845876	0	0
402484.2811432165	4133058.181516737	0	0
402484.59437563916	4133059.6294690054	0	0
402484.83636477526	4133060.8157177903	0	0
402484.9808807652	4133061.58759889	0	0
402485.1199035926	4133062.225980851	0	0
402485.2541504188	4133062.8234845097	0	0
402485.4315338413	4133063.634687513	0	0
402485.6266784942	4133064.524381726	0	0
402485.78817751765	4133065.322034927	0	0
402485.92327883764	4133066.204343885	0	0
402486.0850677765	4133067.036771863	0	0
402486.25460818294	4133067.88433656	0	0
402486.4156647006	4133068.777952285	0	0
402486.53967287904	4133069.8022137606	0	0
402486.58779909933	4133070.750913711	0	0
402486.65150454384	4133071.783460709	0	0
402486.6758880907	4133072.794355482	0	0
402486.7184448533	4133073.818571181	0	0
402486.7261810578	4133074.690092176	0	0
402486.6488647747	4133075.5794049227	0	0
402486.4180603316	4133076.711179824	0	0
402486.08773806435	4133077.72320375	0	0
402485.5992584507	4133078.696149917	0	0
402485.0030060093	4133079.4636517502	0	0
402484.40203860134	4133079.992780776	0	0
402483.7567291546	4133080.389997575	0	0
402483.0236053751	4133080.7201825087	0	0
402482.17474368075	4133081.028104873	0	0
402481.1037292756	4133081.335050678	0	0
402479.91244509723	4133081.5656262347	0	0
402478.90875246987	4133081.7137738173	0	0
402477.88623049716	4133081.893003554	0	0
402476.6888733201	4133082.1636792114	0	0
402475.67369082465	4133082.404188247	0	0
402474.65472414886	4133082.6347943256	0	0
402473.5834198283	4133082.8702374385	0	0
402472.4692383094	4133083.1187878544	0	0
402471.4019317914	4133083.357694716	0	0
402470.3799896524	4133083.5857830965	0	0
402469.30625918234	4133083.825346084	0	0
402468.2334747596	4133084.064817521	0	0
402467.24066164927	4133084.2846508934	0	0
402466.69366457954	4133084.4048443725	0	0
402466.2577820115	4133084.4549237215	0	0
402465.7972107212	4133084.449125382	0	0
402465.2392883588	4133084.38299379	0	0
402464.78456118575	4133084.2576123173	0	0
402464.34587100026	4133084.0398541396	0	0
402464.02352908027	4133083.839933484	0	0
402463.71513369423	4133083.6235943744	0	0
402463.463470486	4133083.4132061894	0	0
402463.09570315335	4133083.036924457	0	0
402462.8181305205	4133082.6849041926	0	0
402462.5868225388	4133082.3390179607	0	0
402462.38854983286	4133082.0022870027	0	0
402462.2301025674	4133081.637373062	0	0
402462.1345520292	4133081.3382702786	0	0
402462.00375368993	4133080.7749157874	0	0
402461.95173647796	4133080.2944012587	0	0
402461.94160464214	4133079.973035903	0	0
402461.90203860303	4133079.6406994793	0	0
402461.9887543011	4133079.9320355337	0	0
